actual,proposed
-7.644491195678711,-7.685520648956299
-7.71612548828125,-7.673811435699463
-7.730384826660156,-7.685914993286133
-7.730384826660156,-7.698636531829834
-7.70898962020874,-7.7077155113220215
-7.694705486297607,-7.7080793380737305
-7.687557697296143,-7.704259872436523
-7.7137603759765625,-7.699490070343018
-7.706593990325928,-7.703568935394287
-7.699423789978027,-7.704433441162109
-7.692249298095703,-7.703002452850342
-7.706593990325928,-7.699930667877197
-7.77522087097168,-7.7018351554870605
-7.768012523651123,-7.722845077514648
-7.77522087097168,-7.735766410827637
-7.782426357269287,-7.74705171585083
-7.782426357269287,-7.757168769836426
-7.877930164337158,-7.764389991760254
-7.8851752281188965,-7.796934127807617
-7.899653911590576,-7.822208881378174
-7.914114475250244,-7.84438419342041
-7.92133903503418,-7.864346981048584
-7.90435791015625,-7.880656719207764
-7.918760299682617,-7.887433052062988
-7.933145523071289,-7.896391868591309
-7.940331935882568,-7.9069037437438965
-7.954692840576172,-7.916463851928711
-7.976202487945557,-7.927398204803467
-8.069795608520508,-7.941361904144287
-8.076990127563477,-7.978194236755371
-8.084179878234863,-8.0
-8.091364860534668,-8.0
-8.098546981811523,-8.0
-8.157495498657227,-8.0
-8.179054260253906,-8.0
-8.200573921203613,-8.0
-8.222055435180664,-8.0
-8.243497848510742,-8.0
-8.281332969665527,-8.0
-8.288481712341309,-8.0
-8.302766799926758,-8.0
-8.302766799926758,-8.0
-8.317034721374512,-8.0
-8.535489082336426,-8.0
-8.549919128417969,-8.0
-8.564332008361816,-8.0
-8.57872486114502,-8.0
-8.585914611816406,-8.0
-8.585914611816406,-8.0
-8.678116798400879,-8.0
-8.678116798400879,-8.0
-8.678116798400879,-8.0
-8.670896530151367,-8.0
-8.670896530151367,-8.0
-8.615765571594238,-8.0
-8.615765571594238,-8.0
-8.615765571594238,-8.0
-8.615765571594238,-8.0
-8.622970581054688,-8.0
-8.562996864318848,-8.0
-8.570172309875488,-8.0
-8.570172309875488,-8.0
-8.562996864318848,-8.0
-8.570172309875488,-8.0
-8.634302139282227,-8.0
-8.634302139282227,-8.0
-8.64867877960205,-8.0
-8.64867877960205,-8.0
-8.655858993530273,-8.0
-8.655858993530273,-8.0
-8.782989501953125,-8.0
-8.775749206542969,-8.0
-8.76850414276123,-8.0
-8.775749206542969,-8.0
-8.775749206542969,-8.0
-8.722200393676758,-8.0
-8.736632347106934,-8.0
-8.743842124938965,-8.0
-8.729418754577637,-8.0
-8.714977264404297,-8.0
-8.79126262664795,-8.0
-8.784004211425781,-8.0
-8.776740074157715,-8.0
-8.769472122192383,-8.0
-8.776740074157715,-8.0
-8.795136451721191,-8.0
-8.787860870361328,-8.0
-8.773295402526855,-8.0
-8.773295402526855,-8.0
-8.766005516052246,-8.0
-8.751410484313965,-8.0
-8.78587532043457,-8.0
-8.778533935546875,-8.0
-8.771186828613281,-8.0
-8.756478309631348,-8.0
-8.749115943908691,-8.0
-8.79182243347168,-8.0
-8.784445762634277,-8.0
-8.784445762634277,-8.0
-8.77706527709961,-8.0
-8.77706527709961,-8.0
-8.776637077331543,-8.0
-8.776637077331543,-8.0
-8.769259452819824,-8.0
-8.754488945007324,-8.0
-8.732295989990234,-8.0
-8.71284008026123,-8.0
-8.698003768920898,-8.0
-8.668272972106934,-8.0
-8.64592170715332,-8.0
-8.61605167388916,-8.0
-8.617321968078613,-8.0
-8.594791412353516,-8.0
-8.564679145812988,-8.0
-8.549592971801758,-8.0
-8.542043685913086,-8.0
-8.51936149597168,-8.0
-8.516014099121094,-8.0
-8.500802040100098,-8.0
-8.493188858032227,-8.0
-8.470318794250488,-8.0
-8.462685585021973,-8.0
-8.44764518737793,-8.0
-8.432341575622559,-8.0
-8.432341575622559,-8.0
-8.432341575622559,-8.0
-8.424683570861816,-8.0
-8.350308418273926,-8.0
-8.350308418273926,-8.0
-8.357948303222656,-8.0
-8.365584373474121,-8.0
-8.373214721679688,-8.0
-8.380840301513672,-8.0
-8.235908508300781,-8.0
-8.250985145568848,-8.0
-8.273563385009766,-8.0
-8.296099662780762,-8.0
-8.311100006103516,-8.0
-8.356457710266113,-8.0
-8.378911972045898,-8.0
-8.401322364807129,-8.0
-8.423690795898438,-8.0
-8.431137084960938,-8.0
-8.393301010131836,-8.0
-8.415485382080078,-8.0
-8.452363967895508,-8.0
-8.481781959533691,-8.0
-8.525768280029297,-8.0
-8.464110374450684,-8.0
-8.493075370788574,-8.0
-8.521966934204102,-8.0
-8.543587684631348,-8.0
-8.557978630065918,-8.0
-8.572351455688477,-8.0
-8.53104019165039,-8.0
-8.545330047607422,-8.0
-8.545330047607422,-8.0
-8.545330047607422,-8.0
-8.545330047607422,-8.0
-8.506413459777832,-8.0
-8.492142677307129,-8.0
-8.485000610351562,-8.0
-8.477853775024414,-8.0
-8.470703125,-8.0
-8.412928581237793,-8.0
-8.398649215698242,-8.0
-8.39150333404541,-8.0
-8.39150333404541,-8.0
-8.398649215698242,-8.0
-8.309181213378906,-8.0
-8.294936180114746,-8.0
-8.3020601272583,-8.0
-8.31629753112793,-8.0
-8.31629753112793,-8.0
-8.215087890625,-8.0
-8.208011627197266,-8.0
-8.208011627197266,-8.0
-8.215087890625,-8.0
-8.222160339355469,-8.0
-8.229228973388672,-8.0
-8.25341510772705,-8.0
-8.25341510772705,-8.0
-8.25341510772705,-8.0
-8.25341510772705,-8.0
-8.26047420501709,-8.0
-8.222904205322266,-8.0
-8.22994327545166,-8.0
-8.222904205322266,-8.0
-8.215862274169922,-8.0
-8.215862274169922,-8.0
-8.208462715148926,-8.0
-8.208462715148926,-8.0
-8.194372177124023,-8.0
-8.180264472961426,-8.0
-8.166141510009766,-8.0
-8.026017189025879,-8.0
-8.005006790161133,-8.0
-8.005006790161133,-8.0
-7.99098014831543,-8.0
-7.976938247680664,-8.0
-7.976938247680664,-8.0
-7.849761962890625,-8.0
-7.856727123260498,-7.968255519866943
-7.856727123260498,-7.936491966247559
-7.842792987823486,-7.913753509521484
-7.842792987823486,-7.893520355224609
-7.726785182952881,-7.879047393798828
-7.726785182952881,-7.835730075836182
-7.726785182952881,-7.8046979904174805
-7.699121475219727,-7.782485485076904
-7.685266971588135,-7.758722305297852
-7.526437282562256,-7.737778186798096
-7.498922348022461,-7.677743911743164
-7.478249549865723,-7.6269001960754395
-7.457544326782227,-7.584599494934082
-7.436807155609131,-7.548421859741211
-7.252095699310303,-7.516627311706543
-7.231594562530518,-7.441572666168213
-7.2179107666015625,-7.381907939910889
-7.211063861846924,-7.3352508544921875
-7.1836419105529785,-7.299882888793945
-6.997929573059082,-7.266770362854004
-6.984393119812012,-7.1904802322387695
-6.970844745635986,-7.131902694702148
-6.9640655517578125,-7.086070537567139
-6.943708419799805,-7.0513176918029785
-6.936916351318359,-7.02065372467041
-6.732686996459961,-6.9967780113220215
-6.719359397888184,-6.921804904937744
-6.712690830230713,-6.864243984222412
-6.69266939163208,-6.821099758148193
