actual,proposed
0.30000463128089905,0.33698326349258423
0.3015044629573822,0.3369829058647156
0.30300432443618774,0.33698251843452454
0.3045041859149933,0.33698219060897827
0.30600404739379883,0.33698180317878723
0.30750390887260437,0.33698147535324097
0.3090038001537323,0.3369811177253723
0.15238399803638458,0.319690078496933
0.15276455879211426,0.2922289967536926
0.15529286861419678,0.2719145715236664
0.15776026248931885,0.2565230429172516
0.1601690798997879,0.24463683366775513
0.15519747138023376,0.23484505712985992
0.1531791090965271,0.22653934359550476
0.1467219442129135,0.21957024931907654
0.13588865101337433,0.2129737287759781
0.12945690751075745,0.20669503509998322
0.11864502727985382,0.20063558220863342
0.10351292043924332,0.19427084922790527
0.0841178223490715,0.18723343312740326
0.06923216581344604,0.17990142107009888
0.05006934329867363,0.1721016764640808
0.026684356853365898,0.16375893354415894
0.003488851711153984,0.1547040492296219
0.0,0.1454501897096634
0.0,0.1357296109199524
0.0,0.12502329051494598
0.0,0.11345342546701431
0.0,0.10135182738304138
0.0,0.0891008973121643
0.0,0.07687719166278839
0.0,0.06458437442779541
0.0,0.05245484411716461
0.0,0.040553320199251175
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00997406430542469,0.0
0.022319070994853973,0.0
0.043141577392816544,0.03066033311188221
0.05925390496850014,0.045778460800647736
0.075090691447258,0.05795241519808769
0.09938178211450577,0.06827384978532791
0.11894083023071289,0.07759543508291245
0.1294858455657959,0.08559535443782806
0.15294551849365234,0.09294638782739639
0.1629919409751892,0.09963656216859818
0.17725719511508942,0.10547344386577606
0.19132819771766663,0.11090032756328583
0.20085477828979492,0.11576179414987564
0.20590564608573914,0.11974029988050461
0.2109055519104004,0.12299774587154388
0.22021591663360596,0.12594211101531982
0.2207016497850418,0.12839056551456451
0.22556547820568085,0.13045266270637512
0.2260282337665558,0.13222432136535645
0.22215233743190765,0.13325616717338562
0.21835651993751526,0.13356976211071014
0.20591920614242554,0.1328883171081543
0.20239366590976715,0.1315898299217224
0.1858556866645813,0.12966427206993103
0.17391927540302277,0.126878559589386
0.1577950268983841,0.12342608720064163
0.13753558695316315,0.11895975470542908
0.11754992604255676,0.11363346874713898
0.09782540798187256,0.10762670636177063
0.07399089634418488,0.10096632689237595
0.04609508067369461,0.09334371984004974
0.018543172627687454,0.08485016226768494
3.7017241993453354e-05,0.07618864625692368
0.0,0.06639321893453598
0.0,0.05493782088160515
0.0,0.04262014478445053
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.004526791628450155,0.0
0.014730039983987808,0.0
0.024763567373156548,0.0
0.030275912955403328,0.0
0.031334370374679565,0.03235319256782532
0.036721475422382355,0.03415418043732643
0.037659935653209686,0.0357387512922287
0.03857304900884628,0.03694571554660797
0.04817967116832733,0.038221653550863266
0.05328323692083359,0.03971100598573685
0.06266822665929794,0.04140697419643402
0.05884190648794174,0.042740970849990845
0.050709523260593414,0.04280439391732216
0.03832881897687912,0.04154963418841362
0.030473140999674797,0.03955228626728058
0.027074240148067474,0.037682317197322845
0.019349420443177223,0.03586212545633316
0.01607506535947323,0.0
0.012827565893530846,0.0
0.013964492827653885,0.0
0.006347143556922674,0.0
0.0031744157895445824,0.0
2.2924399672774598e-05,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.24316257238388062,0.0
0.24158048629760742,0.040803443640470505
0.240006223320961,0.08361871540546417
0.238438680768013,0.11382745206356049
0.2412363886833191,0.13518942892551422
0.23962022364139557,0.15043486654758453
0.23801171779632568,0.1610284000635147
